header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Patio/atrium,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lodewijk Boisotstraat 12 Huis,1057 ZN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42537410-lodewijk-boisotstraat-12-huis/?navigateSource=resultlist,20220130_194310,"€ 799,500 kosten koper","€ 7,203    The asking price per m² (€ 799,500) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 253 per month,2 months,Sold under reservation,Available in consultation,€ 253.00 per month,Ground-floor apartment (apartment),Resale property,1906-1930,Living area111 m²Exterior space attached to the building7 m²,111 m²,7 m²,360 m³,3 rooms (2 bedrooms),1 story,Ground floor,Not available,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal long-term lease,Patio/atrium,"7 m² (2,7 meter deep and 2,6 meter broad)",Yes,Yes,Yes (€ 253.00 per month),Yes,No,Yes,no
