header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Location,Shed / storage,Type of parking facilities,error
Bark bnr. 14,3201 Spijkenisse        ,https://www.funda.nl/en/koop/spijkenisse/huis-42669256-bark-bnr-14/?navigateSource=resultlist,20220127_225754,"€ 404,000 vrij op naam","€ 3,232    The asking price per m² (€ 404,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2023,Living area125 m²,125 m²,325 m³,5 rooms (4 bedrooms),2 stories and a attic,Solar panels,Not available,Completely insulated,Complete floor heating and heat recovery unit,Alongside water and in residential district,Detached brick storage,Parking on private property,no
