header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gouden Leeuw 851 .,1103 KT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42695112-gouden-leeuw-851/?navigateSource=resultlist,20220130_180910,"€ 275,000 kosten koper","€ 5,288    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,€ 232.43 per month,Apartment with shared street entrance (apartment),Resale property,1974,Flat roof,Living area52 m²Exterior space attached to the building5 m²,52 m²,5 m²,164 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,10th floor,Elevator and TV via cable,A        What does this mean?,Double glazing,District heating,District heating,See deed,See deed,"Alongside park, in residential district and unobstructed surrounding view",Balcony present,Parking garage,Yes,Yes,Yes (€ 232.43 per month),Yes,Yes,Yes,no
