header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Plot size,Area,error
Groen van Prinstererstraat 92,1051 EP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41108328-groen-van-prinstererstraat-92/?navigateSource=resultlist,20220130_232331,"€ 65,000 kosten koper","€ 55,000 kosten koper",6+ months,Available,Available in consultation,Parking place,Resale property,1,12 m²,12 m²,no
