header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Location,Balcony/roof garden,Shed / storage,Insulation.1,Type of garage,Capacity,Type of parking facilities,error
BABEL (Bouwnr. 22),3024 EX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41165220-babel-bouwnr-22/?navigateSource=resultlist,20220125_232858,"€ 860,000 vrij op naam","€ 5,513    The asking price per m² (€ 860,000) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Maisonnette (apartment),New property,2023,Flat roof covered with other,Living area156 m²,156 m²,468 m³,4 rooms (3 bedrooms),2 stories,8th floor,Elevator,A        What does this mean?,Completely insulated,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",French balcony present,Storage box,Completely insulated,Built-in,1 car,"Paid parking, public parking and resident's parking permits",no
