header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Balsemienbeemd 20,6229 WR Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88018210-balsemienbeemd-20/?navigateSource=resultlist,20220129_091635,"€ 265,000 kosten koper","€ 3,011    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1991,Flat roof,Energie Prestatie Advies,Living area88 m²Exterior space attached to the building2 m²External storage space6 m²,88 m²,2 m²,6 m²,95 m²,294 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Rolldown shutters and TV via cable,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2012, in ownership",95 m²,Full ownership,Surrounded by garden,Detached brick storage,Public parking,no
