header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Paul Krugerstraat 26,3312 ES Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-42546628-paul-krugerstraat-26/?navigateSource=resultlist,20220129_081055,"€ 229,000 kosten koper","€ 2,899    The asking price per m² (€ 229,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1902,Combination roof covered with asphalt roofing and roof tiles,Living area79 m²Exterior space attached to the building12 m²,79 m²,12 m²,65 m²,240 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories and a loft,"Skylight, optical fibre and passive ventilation system",F        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2008, in ownership)",65 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"11 m² (5,4 meter deep and 2 meter broad)",Located at the northeast,Roof terrace present,Paid parking and resident's parking permits,no
