header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Type of garage,Capacity,Facilities.1,Insulation,error
Thuishaven 59,1186 ME Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/huis-42521174-thuishaven-59/?navigateSource=resultlist,20220127_223604,"€ 550,000 kosten koper","€ 4,167    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1987,Disabled access friendly and accessible for seniors,Gable roof covered with roof tiles,Living area132 m²External storage space16 m²,132 m²,16 m²,146 m²,470 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories and a attic,TV via cable,C        What does this mean?,CH boiler,CH boiler,146 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"0,1 meter deep and 0,06 meter broad",Detached brick garage,1 car,Electricity,No insulation,no
