header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,error
De Schans Bouwkavels,5443 Haps        ,https://www.funda.nl/en/koop/haps/bouwgrond-47683095-de-schans-bouwkavels/?navigateSource=resultlist,20220129_193854,"€ 179,625 kosten koper","€ 146,370 kosten koper",6+ months,Under option,Available in consultation,Building plot,583 m²,no
