header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Fees,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jacob Burggraafstraat 112,1018 WA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42501247-jacob-burggraafstraat-112/?navigateSource=resultlist,20220130_205449,"€ 500,000 kosten koper","€ 5,882    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 188.00 per month,Ground-floor apartment (apartment),Resale property,2001-2010,Hipped roof,Living area85 m²,85 m²,310 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,Ground floor,A        What does this mean?,Double glazing and completely insulated,CH boiler,Municipal ownership encumbered with long-term leaset,Paid until 30-09-2052,Alongside a quiet road and in center,Built-in,Public parking,Yes,Yes,Yes (€ 188.00 per month),Yes,Yes,Yes,no
