header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Type of parking facilities,error
Appartement XL met opbouw (Bouwnr. 88),1069 ZR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42673242-appartement-xl-met-opbouw-bouwnr-88/?navigateSource=resultlist,20220130_202857,"€ 625,000 vrij op naam","€ 3,634    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (172 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Maisonnette (apartment),New property,2023,Flat roof covered with asphalt roofing,GIW Waarborgcertificate,Living area172 m²,172 m²,626 m³,1 room,2 stories,Balanced ventilation system and elevator,A        What does this mean?,Energy efficient window and completely insulated,District heating,District heating,Public parking and resident's parking permits,no
