header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Garden,Sun terrace,Garden location,error
Monseigneur van Kesselstraat 2 F,5251 AX Vlijmen        ,https://www.funda.nl/en/koop/vlijmen/appartement-42526999-monseigneur-van-kesselstraat-2-f/?navigateSource=resultlist,20220129_025024,"€ 470,000 vrij op naam","€ 2,919    The asking price per m² (€ 470,000) is calculated by dividing the asking price of the home by the living area (161 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 464,750 vrij op naam",2 months,Available,Available in consultation,Maisonnette (apartment),New property,2021,Living area161 m²Other space inside the building12 m²Exterior space attached to the building14 m²,161 m²,12 m²,14 m²,651 m³,3 rooms (2 bedrooms),2 stories,1st floor,Not available,Completely insulated,CH boiler,CH boiler,"Hr combiketel (gas-fired combination boiler from 2021, in ownership)",In center,Sun terrace,"9 m² (4,5 meter deep and 2 meter broad)",Located at the east,no
