header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Kwadijkerstraat 16,1023 EH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42566377-kwadijkerstraat-16/?navigateSource=resultlist,20220130_184824,"€ 400,000 kosten koper","€ 6,349    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1927,Protected townscape or village view (permit needed for alterations),Living area63 m²External storage space4 m²,63 m²,4 m²,54 m²,240 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,Bath,2 stories and a attic,G        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Intergas (gas-fired combination boiler, in ownership)",54 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-08-2054),In residential district,Back garden,"25 m² (6 meter deep and 4,19 meter broad)",Located at the south accessible via the rear,Detached brick storage,Public parking,no
