header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,error
's-Gravenpark 14,2902 LD Capelle aan den IJssel        ,https://www.funda.nl/en/koop/capelle-aan-den-ijssel/huis-41399215-s-gravenpark-14/?navigateSource=resultlist,20220129_065507,"€ 1,449,000 kosten koper","€ 5,843    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 1,449,000) is calculated by dividing the asking price of the home by the living area (248 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Sold under reservation,Available in consultation,"Villa, detached residential property",Resale property,1956,Living area248 m²Other space inside the building31 m²,248 m²,31 m²,959 m²,900 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,2 stories,Sliding door and solar panels,C        What does this mean?,Double glazing,CH boiler,CH boiler,959 m²,Full ownership,Alongside water and in residential district,Surrounded by garden,Balcony present,Attached brick storage,Parking place,no
