header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Kind of house,Area,Number of rooms,Volume in cubic meters,Energy label,Building type,Construction period,error
De Stille Wille 189,5091 WE Oost West en Middelbeers        ,https://www.funda.nl/en/koop/oost-west-en-middelbeers/huis-88944631-de-stille-wille-189/?navigateSource=resultlist,20220128_024426,Price on request,3 months,"Bungalow, detached residential property",62 m² residential surface area / 820 m² plot surface area,2 rooms (1 bedroom),195 m³,F        What does this mean?,Resale property,1971-1980,no
