header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
Jan Weilandlaan 27,1187 SN Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/huis-42555505-jan-weilandlaan-27/?navigateSource=resultlist,20220129_184150,"€ 1,000,000 kosten koper","€ 5,376    The asking price per m² (€ 1,000,000) is calculated by dividing the asking price of the home by the living area (186 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,"Single-family home, double house",Resale property,1991-2000,Living area186 m²Other space inside the building5 m²External storage space2 m²,186 m²,5 m²,2 m²,283 m²,631 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Toilet,3 stories,"Air conditioning, skylight, mechanical ventilation, passive ventilation system, sliding door and solar panels",A        What does this mean?,CH boiler,CH boiler,283 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"117 m² (0,1 meter deep and 0,17 meter broad)",Located at the southeast,Parking place,Parking on private property,no
