header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Location,Balcony/roof garden,Type of parking facilities,error
Celebesstraat 52,2585 TL Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88965079-celebesstraat-52/?navigateSource=resultlist,20220131_230040,"€ 1,550,000 kosten koper","€ 6,175    The asking price per m² (€ 1,550,000) is calculated by dividing the asking price of the home by the living area (251 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 1,595,000 kosten koper",3 months,Available,Available in consultation,"Desirable residence/villa, semi-detached residential property",Resale property,1882,Protected townscape or village view (permit needed for alterations) and with carpets and curtains,Living area251 m²,251 m²,950 m³,7 rooms (6 bedrooms),3 separate toilets,4 stories,G        What does this mean?,1 m²,Alongside a quiet road and in residential district,Balcony present,Resident's parking permits,no
