header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kootwijkstraat 9,2573 XH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88032935-kootwijkstraat-9/?navigateSource=resultlist,20220131_233206,"€ 285,000 kosten koper","€ 4,014    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,€ 75.00 per month,Upstairs apartment (apartment with open entrance to street),Resale property,1927,With carpets and curtains,Living area71 m²Exterior space attached to the building5 m²,71 m²,5 m²,217 m³,4 rooms (2 bedrooms),1 story,2nd floor,G        What does this mean?,CH boiler,CH boiler,"Combination boiler from 2008, in ownership",No,Yes,No,No,Yes,Yes,no
