header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerkstraat 11 B,1017 GA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42434582-kerkstraat-11-b/?navigateSource=resultlist,20220130_212421,"€ 990,000 kosten koper","€ 7,333    The asking price per m² (€ 990,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 296 per month,4 months,Under offer,Available in consultation,Maisonnette,Resale property,Before 1906,With carpets and curtains,Living area135 m²Other space inside the building4 m²Exterior space attached to the building10 m²,135 m²,4 m²,10 m²,412 m³,5 rooms (4 bedrooms),2 bathrooms,2 showers and 2 toilets,2 stories,1st floor,D            2.17What does this mean?,Double glazing,CH boiler,CH boiler,Combination boiler,Full ownership,In center,Sun terrace,Roof terrace present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
