header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Bouwnummer 155 (Bouwnr. 155),3084 PJ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42566834-bouwnummer-155-bouwnr-155/?navigateSource=resultlist,20220126_212458,"€ 393,500 vrij op naam","€ 3,820    The asking price per m² (€ 393,500) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Living area103 m²,103 m²,112 m²,389 m³,4 rooms (3 bedrooms),2 stories and a attic,A        What does this mean?,112 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"35 m² (8,3 meter deep and 4,2 meter broad)",Located at the west accessible via the rear,no
