header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Fagelstraat 55 I,1052 EZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42680060-fagelstraat-55-i/?navigateSource=resultlist,20220130_234043,"€ 325,000 kosten koper","€ 9,286    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (35 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 50 per month,"January 22, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1897,Flat roof,Living area35 m²,35 m²,110 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,1st floor,TV via cable,Not available,Double glazing and floor insulation,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",Full ownership,Alongside a quiet road and in residential district,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
