header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerkstraat 61,6006 KL Weert        ,https://www.funda.nl/en/koop/weert/appartement-42660257-kerkstraat-61/?navigateSource=resultlist,20220127_212542,"€ 189,000 kosten koper","€ 2,662    The asking price per m² (€ 189,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 140 per month,3 weeks,Sold under reservation,Available in consultation,Maisonnette (apartment with open entrance to street),Resale property,1961,Living area71 m²Exterior space attached to the building4 m²External storage space11 m²,71 m²,4 m²,11 m²,235 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,4 stories,3rd floor,F        What does this mean?,Mostly double glazed,Communal central heating,Gas water heater,Full ownership,In center,Built-in,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
