header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Mazustraat 18,1363 RE Almere        ,https://www.funda.nl/en/koop/almere/huis-88993255-mazustraat-18/?navigateSource=resultlist,20220130_113728,"€ 410,000 kosten koper","€ 3,445    The asking price per m² (€ 410,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2013,Flat roof covered with asphalt roofing,Living area119 m²Exterior space attached to the building17 m²External storage space4 m²,119 m²,17 m²,4 m²,99 m²,425 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Optical fibre, mechanical ventilation and passive ventilation system",A        What does this mean?,Completely insulated,District heating,District heating,99 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Roof terrace present,Detached wooden storage,Electricity,Completely insulated,Public parking,no
