header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Willem Nakkenstraat 27 A,1061 TA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88040525-willem-nakkenstraat-27-a/?navigateSource=resultlist,20220129_050858,"€ 370,000 kosten koper","€ 7,400    The asking price per m² (€ 370,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 99.06 per month,Ground-floor apartment (apartment),Resale property,1959,Living area50 m²,50 m²,168 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,B        What does this mean?,CH boiler,CH boiler,Full ownership,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 99.06 per month),Yes,Yes,Yes,no
