header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Shed / storage,Type of parking facilities,error
Helmgras (Bouwnr. 40),8242 RL Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-42565739-helmgras-bouwnr-40/?navigateSource=resultlist,20220129_202927,"€ 406,000 vrij op naam","€ 3,658    The asking price per m² (€ 406,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",New property,2022,Flat roof,SWK garantiecertificaat,Living area111 m²,111 m²,333 m³,4 rooms (3 bedrooms),2 separate toilets,2 stories,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,Alongside park and in residential district,Detached wooden storage,Parking on private property,no
