header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Ownership situation,Location,Garden,Back garden,Balcony/roof garden,Type of garage,Type of parking facilities,error
Frank Martinus Arionstraat (Bouwnr. stadwoning),1087 VS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-41271209-frank-martinus-arionstraat-bouwnr-stadwoning/?navigateSource=resultlist,20220130_180528,"€ 750,000 vrij op naam","€ 4,601    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (163 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Flat roof,Woningborg garantiecertificaat,Living area163 m²Exterior space attached to the building93 m²,163 m²,93 m²,462 m³,6 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,2 showers and 2 toilets,4 stories,Mechanical ventilation and solar panels,A        What does this mean?,Triple glazed and completely insulated,"District heating, complete floor heating and heat pump",Municipal long-term lease,"Alongside park, sheltered location and in residential district",Back garden,90 m² (18 meter deep and 5 meter broad),Balcony present,Parking place,Parking garage,no
