header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Helena Verburgstraat 2,2331 DZ Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88010685-helena-verburgstraat-2/?navigateSource=resultlist,20220129_071011,"€ 439,000 kosten koper","€ 4,390    The asking price per m² (€ 439,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available on 2/1/2022,"Single-family home, corner house",Resale property,1983,Living area100 m²External storage space4 m²,100 m²,4 m²,184 m²,359 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,"Roof insulation, double glazing and floor insulation",District heating,184 m²,Long-term lease,€ 216 per year,In residential district,"Back garden, front garden and side garden",81 m² (9 meter deep and 9 meter broad),Located at the south accessible via the rear,Detached brick storage,Electricity,no
