header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Garden,Sun terrace,Garden location,Type of garage,Capacity,error
Binck Kade Bouwnummer 78,2516 BC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42571534-binck-kade-bouwnummer-78/?navigateSource=resultlist,20220131_194348,"€ 1,314,850 vrij op naam","€ 6,708    The asking price per m² (€ 1,314,850) is calculated by dividing the asking price of the home by the living area (196 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Upstairs apartment (apartment),New property,2019,Living area196 m²,196 m²,690 m³,4 rooms,1 story,16th floor,Not available,Sun terrace,"24 m² (4,26 meter deep and 5,65 meter broad)",Located at the west,Built-in,3 cars,no
