header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Type of parking facilities,error
Prof. van Itersonstraat 114,6419 SE Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42662186-prof-van-itersonstraat-114/?navigateSource=resultlist,20220130_132720,"€ 289,000 kosten koper","€ 2,752    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1996,Living area105 m²,105 m²,154 m²,361 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,Rolldown shutters,C        What does this mean?,"Roof insulation, mostly double glazed and insulated walls",CH boiler,CH boiler,"Gas-fired from 2015, in ownership",154 m²,Full ownership,"Back garden, front garden and side garden",60 m² (10 meter deep and 6 meter broad),Public parking,no
