header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,error
Verschaffeltstraat 24,5623 ET Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42547058-verschaffeltstraat-24/?navigateSource=resultlist,20220201_005549,"€ 300,000 kosten koper","€ 3,371    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1959,Living area89 m²Other space inside the building20 m²External storage space10 m²,89 m²,20 m²,10 m²,147 m²,390 m³,5 rooms (4 bedrooms),1 bathroom,Shower,3 stories,C        What does this mean?,Partly double glazed,CH boiler,"Intergas (gas-fired from 2016, in ownership)",147 m²,Full ownership,Back garden,48 m² (8 meter deep and 6 meter broad),Located at the south accessible via the rear,Detached brick storage,no
