header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of garage,Capacity,Type of parking facilities,error
Acacialaan 17,5151 ZB Drunen        ,https://www.funda.nl/en/koop/drunen/huis-42545573-acacialaan-17/?navigateSource=resultlist,20220129_171436,"€ 260,000 kosten koper","€ 2,680    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1964,Renovation project,Hipped roof covered with asphalt roofing,Living area97 m²Other space inside the building19 m²Exterior space attached to the building30 m²,97 m²,19 m²,30 m²,180 m²,265 m³,4 rooms (4 bedrooms),2 stories,Rolldown shutters,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2001, in ownership)",180 m²,Full ownership,In residential district,Roof terrace present,Attached brick garage,1 car,Public parking,no
