header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Type of parking facilities,error
Bouwnummer (Bouwnr. 138),3071 AL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42677205-bouwnummer-bouwnr-138/?navigateSource=resultlist,20220126_005749,"€ 344,500 vrij op naam","€ 6,500    The asking price per m² (€ 344,500) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),New property,After 2020,SWK garantiecertificaat,Living area53 m²Exterior space attached to the building7 m²,53 m²,7 m²,338 m³,2 rooms (1 bedroom),1 story,16th floor,Mechanical ventilation,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",In residential district and unobstructed surrounding view,Resident's parking permits,no
