header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Parelvissersstraat 28,3194 JN Hoogvliet Rotterdam        ,https://www.funda.nl/en/koop/hoogvliet-rotterdam/huis-88903268-parelvissersstraat-28/?navigateSource=resultlist,20220127_221848,"€ 400,000 kosten koper","€ 3,361    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2011-2020,Living area119 m²External storage space27 m²,119 m²,27 m²,137 m²,444 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Rolldown shutters and solar panels,A        What does this mean?,Completely insulated,District heating,District heating,137 m²,Full ownership,In residential district,Back garden,"55 m² (0,11 meter deep and 0,05 meter broad)",Located at the south accessible via the rear,Detached wooden storage,no
