header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Garden,Shed / storage,Facilities,Type of parking facilities,error
Burgemeester van Houtlaan 8,5701 GH Helmond        ,https://www.funda.nl/en/koop/helmond/huis-88021996-burgemeester-van-houtlaan-8/?navigateSource=resultlist,20220127_225804,"€ 350,000 kosten koper","€ 2,414    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,"Single-family home, double house",Resale property,1956,Living area145 m²Exterior space attached to the building28 m²External storage space16 m²,145 m²,28 m²,16 m²,262 m²,475 m³,8 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic with loft,F        What does this mean?,262 m²,"Back garden, front garden and side garden",Detached brick storage,Electricity,Public parking,no
