header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bilderdijkkade 97 II,1053 VM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42523405-bilderdijkkade-97-ii/?navigateSource=resultlist,20220130_222532,"€ 575,000 kosten koper","€ 7,877    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 125 per month,2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1883,Gable roof covered with asphalt roofing,Living area73 m²,73 m²,240 m³,3 rooms (2 bedrooms),1 bathroom,Bath and toilet,1 story,3rd floor,Mechanical ventilation and TV via cable,G        What does this mean?,"Double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2015, in ownership)",Full ownership,Full ownership,"On navigable waterway, alongside water and in center",Yes,Yes,Yes,Yes,Yes,Yes,no
