header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Hot water,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pieter Aertszstraat 112 II,1074 VT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42504341-pieter-aertszstraat-112-ii/?navigateSource=resultlist,20220130_231230,"€ 425,000 kosten koper","€ 8,019    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 100 per month,2 months,Sold under reservation,Available in consultation,€ 100.00 per month,Upstairs apartment (apartment),Resale property,1907,Partly furnished with carpets and curtains,Flat roof covered with roof tiles,Living area53 m²,53 m²,172 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,5 stories,2nd floor,Mechanical ventilation,D        What does this mean?,CH boiler,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-10-2029),"€ 49,06 per year",In residential district,Resident's parking permits,No,Yes,Yes (€ 100.00 per month),Yes,Yes,Yes,no
