header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
De Karolingenburght - Bouwnummer 17,4388 HC Oost-Souburg        ,https://www.funda.nl/en/koop/oost-souburg/appartement-42527959-de-karolingenburght-bouwnummer-17/?navigateSource=resultlist,20220129_183000,"€ 445,000 vrij op naam","€ 4,684    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Penthouse (apartment),New property,After 2020,Woningborg garantiecertificaat,Living area95 m²Exterior space attached to the building60 m²External storage space6 m²,95 m²,60 m²,6 m²,285 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,Not available,"Triple glazed, energy efficient window and completely insulated","Electric heating, partial floor heating and heat pump",In center and in residential district,Sun terrace,60 m² (6 meter deep and 10 meter broad),Located at the west,Roof terrace present,Built-in,Built-in,25 cars,Public parking,no
