header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Terraswoning (Bouwnr. 4),1043 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42599942-terraswoning-bouwnr-4/?navigateSource=resultlist,20220130_194132,"€ 427,407 vrij op naam","€ 5,624    The asking price per m² (€ 427,407) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Maisonnette (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area76 m²,76 m²,298 m³,3 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Shower and toilet,2 stories,"Balanced ventilation system, outdoor awning, optical fibre, elevator and solar panels",A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat pump",District heating,"Alongside busy road, alongside park and in center",Sun terrace,"11 m² (2 meter deep and 5,5 meter broad)",Located at the east,Balcony present,Built-in,Electricity and running water,Completely insulated,Public parking,no
