header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Kolblei 6,1562 KS Krommenie        ,https://www.funda.nl/en/koop/krommenie/huis-88016371-kolblei-6/?navigateSource=resultlist,20220129_015329,"€ 425,000 kosten koper","€ 3,269    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2004,Living area130 m²,130 m²,125 m²,468 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,3 stories,Outdoor awning and passive ventilation system,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler and partial floor heating,CH boiler,"Gas-fired combination boiler from 2017, in ownership",125 m²,Full ownership,Back garden,Balcony present,Detached wooden storage,Public parking,no
