header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Shed / storage,Facilities,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Turfhoofd 53,4731 LZ Oudenbosch        ,https://www.funda.nl/en/koop/oudenbosch/huis-42696867-turfhoofd-53/?navigateSource=resultlist,20220129_171626,"€ 375,000 kosten koper","€ 2,568    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2010,Hip roof covered with roof tiles,Living area146 m²Other space inside the building26 m²,146 m²,26 m²,598 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,"Bath, shower and toilet",3 stories and a basement,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2010, in ownership)",Full ownership,"Alongside a quiet road, alongside water and unobstructed surrounding view",Back garden,Built-in,Electricity,Built-in,1 car,Electrical door and electricity,Parking on private property and public parking,no
