header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Max Heymansstraat 17,3059 MK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88976005-max-heymansstraat-17/?navigateSource=resultlist,20220126_175549,"€ 685,000 kosten koper","€ 4,281    The asking price per m² (€ 685,000) is calculated by dividing the asking price of the home by the living area (160 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, corner house",Resale property,2007,Living area160 m²Exterior space attached to the building13 m²External storage space7 m²,160 m²,13 m²,7 m²,263 m²,578 m³,5 rooms (2 bedrooms),2 bathrooms and 2 separate toilets,2 baths and shower,3 stories,Solar panels,A        What does this mean?,Completely insulated,District heating and partial floor heating,District heating,263 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district","Back garden, front garden and side garden","80 m² (9,39 meter deep and 8,4 meter broad)",Located at the southwest,Balcony present,Detached wooden storage,Parking on private property,no
