header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Rietgrachtstraat 11 13,6828 KA Arnhem        ,https://www.funda.nl/en/koop/arnhem/huis-42547328-rietgrachtstraat-11-13/?navigateSource=resultlist,20220128_033700,"€ 650,000 kosten koper","€ 5,039    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1906-1930,Living area129 m²Exterior space attached to the building13 m²,129 m²,13 m²,116 m²,394 m³,6 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,3 stories,Not available,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",116 m²,Full ownership,In residential district,Back garden,45 m² (9 meter deep and 5 meter broad),Located at the east,Roof terrace present,Paid parking,no
