header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
St Bonifaciuslaan 92,5643 NE Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42655130-st-bonifaciuslaan-92/?navigateSource=resultlist,20220201_013349,"€ 375,000 kosten koper","€ 2,841    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1953,Gable roof covered with roof tiles,Living area132 m²Exterior space attached to the building26 m²External storage space9 m²,132 m²,26 m²,9 m²,198 m²,465 m³,5 rooms (4 bedrooms),3 stories,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit Proline (gas-fired combination boiler from 2012, in ownership)",198 m²,Full ownership,In residential district,Back garden and front garden,96 m² (16 meter deep and 6 meter broad),Located at the southwest accessible via the rear,Detached brick storage,Public parking,no
