header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Burgemeester Penstraat 61,3741 AG Baarn        ,https://www.funda.nl/en/koop/baarn/huis-42671495-burgemeester-penstraat-61/?navigateSource=resultlist,20220129_193150,"€ 425,000 kosten koper","€ 5,903    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1905,With carpets and curtains,Mansard roof covered with roof tiles,Living area72 m²Exterior space attached to the building12 m²External storage space8 m²,72 m²,12 m²,8 m²,121 m²,289 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories and a attic,Mechanical ventilation and TV via cable,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",121 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Public parking,no
