header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Admiraal de Ruyterstraat 5,8281 DN Genemuiden        ,https://www.funda.nl/en/koop/genemuiden/huis-88013987-admiraal-de-ruyterstraat-5/?navigateSource=resultlist,20220130_114835,"€ 225,000 kosten koper","€ 2,711    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1965,Gable roof,Living area83 m²Other space inside the building26 m²External storage space14 m²,83 m²,26 m²,14 m²,155 m²,325 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Outdoor awning and TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,2002,155 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,54 m² (9 meter deep and 6 meter broad),Located at the northeast accessible via the rear,no
