header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dunantstraat 1281,2713 TR Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-88026733-dunantstraat-1281/?navigateSource=resultlist,20220129_194346,"€ 215,000 kosten koper","€ 3,839    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1974,Flat roof covered with asphalt roofing,Living area56 m²Exterior space attached to the building10 m²,56 m²,10 m²,179 m³,2 rooms (1 bedroom),1 story,5th floor,Elevator,E            2.16What does this mean?,Mostly double glazed,Communal central heating,Central facility,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
