header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Type Bloemhof (Bouwnr. 4),2406 DX Alphen aan den Rijn        ,https://www.funda.nl/en/koop/alphen-aan-den-rijn/appartement-42524549-type-bloemhof-bouwnr-4/?navigateSource=resultlist,20220130_125304,"€ 331,500 vrij op naam","€ 4,541    The asking price per m² (€ 331,500) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area73 m²Exterior space attached to the building8 m²External storage space5 m²,73 m²,8 m²,5 m²,219 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,"Balanced ventilation system, optical fibre and TV via cable",A++        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,In center and unobstructed surrounding view,Sun terrace,Balcony present,Built-in,Underground parking,Parking garage,no
