header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sperwerstraat 19,3362 EM Sliedrecht        ,https://www.funda.nl/en/koop/sliedrecht/appartement-42446990-sperwerstraat-19/?navigateSource=resultlist,20220129_154834,"€ 230,000 kosten koper","€ 2,875    The asking price per m² (€ 230,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Galleried apartment,Resale property,1968,Living area80 m²External storage space9 m²,80 m²,9 m²,180 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,"Elevator, mechanical ventilation, TV via cable and solar collectors",D            1.86What does this mean?,Balcony present,Built-in,No,No,No,No,No,No,no
