header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Bouwnummer (Bouwnr. 64),2721 AZ Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42484491-bouwnummer-bouwnr-64/?navigateSource=resultlist,20220130_160623,"€ 756,000 vrij op naam","€ 4,877    The asking price per m² (€ 756,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2022,Gable roof,SWK garantiecertificaat,Living area155 m²Exterior space attached to the building5 m²,155 m²,5 m²,465 m³,5 rooms (4 bedrooms),3 stories,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Partial floor heating, heat recovery unit and heat pump",Central facility,"Alongside park, in residential district, freestanding location and unobstructed surrounding view","Back garden, front garden and side garden",90 m² (10 meter deep and 9 meter broad),Located at the northeast,Detached wooden storage,Parking place,Parking on private property and public parking,no
