header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Tweekapper levensloopbestendig (Bouwnr. 2),6627 AB Maasbommel        ,https://www.funda.nl/en/koop/maasbommel/huis-41380996-tweekapper-levensloopbestendig-bouwnr-2/?navigateSource=resultlist,20220130_144131,Price on request,6+ months,Under option,Available in consultation,"Single-family home, double house",New property,2021,Disabled access friendly and accessible for seniors,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area123 m²External storage space4 m²,123 m²,4 m²,314 m²,369 m³,4 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,Alongside a quiet road and in residential district,Back garden and front garden,112 m² (8 meter deep and 14 meter broad),Located at the northwest accessible via the rear,Detached wooden storage,Not yet present but possible,Parking on private property,no
