header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nobelweg 5 H,1097 AP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42674712-nobelweg-5-h/?navigateSource=resultlist,20220130_122730,"€ 600,000 kosten koper","€ 7,692    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Under offer,Available in consultation,€ 70.00 per month,Ground-floor apartment (apartment),Resale property,1940,Flat roof,Living area78 m²External storage space4 m²,78 m²,4 m²,220 m³,4 rooms (2 bedrooms),1 story,Ground floor,D        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",Full ownership,In residential district and unobstructed surrounding view,Back garden,55 m² (11 meter deep and 5 meter broad),Located at the southeast,Detached wooden storage,Electricity,Public parking,Yes,Yes,Yes (€ 70.00 per month),Yes,Yes,Yes,no
