header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,error
Koningsweg 12,5211 BL Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42695242-koningsweg-12/?navigateSource=resultlist,20220201_112511,Price on request,"January 28, 2022",Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1925,Living area202 m²Other space inside the building16 m²Exterior space attached to the building12 m²External storage space6 m²,202 m²,16 m²,12 m²,6 m²,267 m²,806 m³,6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",3 stories,Air conditioning,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,Combination boiler,267 m²,Full ownership,In residential district,"Back garden, front garden and side garden",120 m² (10 meter deep and 12 meter broad),Located at the west accessible via the rear,Balcony present,Attached wooden storage,no
