header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
De Backerstraat 133,2685 TE Poeldijk        ,https://www.funda.nl/en/koop/poeldijk/huis-42677682-de-backerstraat-133/?navigateSource=resultlist,20220130_125010,"€ 385,000 kosten koper","€ 4,010    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1986,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area96 m²External storage space6 m²,96 m²,6 m²,148 m²,309 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories and a loft,Skylight and optical fibre,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2001, in ownership)",148 m²,Full ownership,On navigable waterway and in residential district,Back garden and front garden,"55 m² (10,5 meter deep and 5,2 meter broad)",Located at the northwest,Detached brick storage,Parking place,Public parking,no
