header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Duindoorn 37,3068 MG Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42656167-duindoorn-37/?navigateSource=resultlist,20220126_170804,"€ 369,000 kosten koper","€ 3,968    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 385,000 kosten koper",6 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1974,Flat roof,Living area93 m²Other space inside the building10 m²External storage space5 m²,93 m²,10 m²,5 m²,139 m²,363 m³,5 rooms (3 bedrooms),2 stories,"Outdoor awning, jacuzzi, passive ventilation system and solar panels",A        What does this mean?,Double glazing,Pellet burner,Electrical boiler,139 m²,Long-term lease (end date of long-term lease:  26-09-2093),Paid until 26-09-2093,In residential district,Back garden and front garden,"46 m² (9,7 meter deep and 4,7 meter broad)",Located at the northeast,Attached brick storage,Electricity and running water,No insulation,Public parking,no
