header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Plot size,Area,Ownership situation,error
Stationsweg A30,1852 LN Heiloo        ,https://www.funda.nl/en/koop/heiloo/parkeergelegenheid-41357963-stationsweg-a30/?navigateSource=resultlist,20220129_210244,"€ 14,500 kosten koper",€ 16 per month,6+ months,Available,Available in consultation,Underground parking,Resale property,Electricity,10 m²,10 m²,Full ownership,no
