header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Heuvel 4,5221 AP Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42681442-heuvel-4/?navigateSource=resultlist,20220201_111112,"€ 529,500 kosten koper","€ 4,202    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 529,500) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 24, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1964,Living area126 m²External storage space40 m²,126 m²,40 m²,278 m²,454 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,3 stories,Air conditioning,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler and complete floor heating,CH boiler,"Vaillant (gas-fired from 2016, in ownership)",278 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Detached brick garage,1 car,Electricity and running water,Parking on private property and public parking,no
