header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,CH boiler,Area,error
Ertskade 354,1019 EZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88911884-ertskade-354/?navigateSource=resultlist,20220130_232840,"€ 695,000 kosten koper","€ 5,840    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 745,000 kosten koper",4 months,Available,Available in consultation,"Houseboat, detached residential property",Resale property,1926,Living area119 m²Other space inside the building5 m²Exterior space attached to the building120 m²,119 m²,5 m²,120 m²,119 m²,300 m³,7 rooms (5 bedrooms),1 story,Not available,CH boiler and wood heater,"Gas-fired, in ownership",119 m²,no
