header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities,Type of parking facilities,error
Vrijstaande woning (Bouwnr. 1),9351 Leek        ,https://www.funda.nl/en/koop/leek/huis-42433408-vrijstaande-woning-bouwnr-1/?navigateSource=resultlist,20220127_220858,"€ 418,560 vrij op naam","€ 2,828    The asking price per m² (€ 418,560) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",New property,After 2020,Gable roof covered with asphalt roofing and roof tiles,Woningborg garantiecertificaat,Living area148 m²,148 m²,564 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,A        What does this mean?,Completely insulated,Partial floor heating and heat pump,In residential district,"Back garden, front garden and side garden","180 m² (15 meter deep and 12,03 meter broad)",Located at the east accessible via the rear,Attached brick garage,1 car,Electricity,Parking on private property,no
