header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Drinkwaterweg 98,3063 JC Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88976724-drinkwaterweg-98/?navigateSource=resultlist,20220126_170811,"€ 300,000 kosten koper","€ 4,286    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 89.00 per month,Residential property with shared street entrance (apartment),Resale property,1988,Living area70 m²Exterior space attached to the building5 m²External storage space6 m²,70 m²,5 m²,6 m²,210 m³,3 rooms (2 bedrooms),1 story,4th floor,Mechanical ventilation,B        What does this mean?,District heating,District heating,Municipal long-term lease (end date of long-term lease:  22-09-2085),Paid until 03-04-2057,Alongside a quiet road and in residential district,Public parking,Yes,Yes,Yes (€ 89.00 per month),Yes,Yes,Yes,no
