header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hietkamp 77,3085 GA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88034634-hietkamp-77/?navigateSource=resultlist,20220125_233951,"€ 220,000 kosten koper","€ 3,438    The asking price per m² (€ 220,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 13, 2022",Under offer,Available in consultation,€ 83.00 per month,Apartment with shared street entrance (apartment),Resale property,1958,Flat roof covered with asphalt roofing,Living area64 m²Exterior space attached to the building9 m²External storage space6 m²,64 m²,9 m²,6 m²,215 m³,3 rooms (2 bedrooms),1 story,2nd floor,D        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2018, in ownership)",Full ownership,Built-in,Public parking,Yes,No,Yes (€ 83.00 per month),No,No,Yes,no
