header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Beukenplein 20 II,1091 KH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42671906-beukenplein-20-ii/?navigateSource=resultlist,20220130_232408,"€ 360,000 kosten koper","€ 8,182    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 85.00 per month,Upstairs apartment (apartment),Resale property,1980,Living area44 m²,44 m²,150 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,Mechanical ventilation and passive ventilation system,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2012, in ownership)",Full ownership,In center,Balcony present,Yes,Yes,Yes (€ 85.00 per month),Yes,Yes,Yes,no
