header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hooidrift 153 A01,3023 KM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42676113-hooidrift-153-a01/?navigateSource=resultlist,20220126_010130,"€ 265,000 kosten koper","€ 4,417    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1918,Gable roof covered with roof tiles,Living area60 m²,60 m²,195 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,1st floor,Passive ventilation system and TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"HR (gas-fired combination boiler from 2015, in ownership)",Full ownership,In residential district,"Paid parking, public parking and resident's parking permits",Yes,No,Yes,No,No,Yes,no
