header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Location,Garden,Type of parking facilities,error
Boerenhof (Bouwnr. 21),1398 DB Muiden        ,https://www.funda.nl/en/koop/muiden/huis-42652404-boerenhof-bouwnr-21/?navigateSource=resultlist,20220129_171047,"€ 1,550,000 vrij op naam","€ 9,394    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 1,550,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Under option,Available in consultation,"Villa, detached residential property",New property,2022,Woningborg garantiecertificaat,Living area165 m²External storage space6 m²,165 m²,6 m²,566 m²,495 m³,5 rooms (3 bedrooms),2 stories,A+++        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,566 m²,"On navigable waterway, in residential district and unobstructed surrounding view",Surrounded by garden,Parking on private property,no
