header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Weth.Paarhuisstraat 42,7731 ES Ommen        ,https://www.funda.nl/en/koop/ommen/huis-88045609-wethpaarhuisstraat-42/?navigateSource=resultlist,20220128_065306,"€ 215,000 kosten koper","€ 2,129    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1950,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area101 m²Other space inside the building22 m²External storage space16 m²,101 m²,22 m²,16 m²,115 m²,430 m³,4 rooms (3 bedrooms),1 bathroom,Shower,2 stories,E        What does this mean?,Mostly double glazed and floor insulation,CH boiler,CH boiler,"HR-ketel Nefit Topline (gas-fired combination boiler from 2008, in ownership)",115 m²,Full ownership,Back garden,Attached brick storage,Public parking,no
